client name,command class name,command group,command version,repoUrl,source,dtoRepoUrl,dtoSource
cc-api,CreateAddonProviderCommand,AddonProvider,2,https://gitlab.corp.clever-cloud.com/core-team/cc-api,src/main/java/com/clevercloud/ccapi/api/organisation/OrganisationAddonProviderAPI.java:46,https://gitlab.corp.clever-cloud.com/clever-cloud/ccapidto,src/main/java/com/clevercloud/ccapi/output/addon/AddonProviderInfoFullView.java
cc-api,CreateAddonProviderFeatureCommand,AddonProvider,2,https://gitlab.corp.clever-cloud.com/core-team/cc-api,src/main/java/com/clevercloud/ccapi/api/organisation/OrganisationAddonProviderAPI.java:103,https://gitlab.corp.clever-cloud.com/clever-cloud/ccapidto,src/main/java/com/clevercloud/ccapi/output/addon/AddonFeatureView.java
cc-api,CreateAddonProviderPlanCommand,AddonProvider,2,https://gitlab.corp.clever-cloud.com/core-team/cc-api,src/main/java/com/clevercloud/ccapi/api/organisation/OrganisationAddonProviderAPI.java:143,https://gitlab.corp.clever-cloud.com/clever-cloud/ccapidto,src/main/java/com/clevercloud/ccapi/output/addon/AddonPlanView.java
cc-api,DeleteAddonProviderCommand,AddonProvider,2,https://gitlab.corp.clever-cloud.com/core-team/cc-api,src/main/java/com/clevercloud/ccapi/api/organisation/OrganisationAddonProviderAPI.java:88,https://gitlab.corp.clever-cloud.com/core-team/cc-api,"N/A (empty 200, no body)"
cc-api,DeleteAddonProviderFeatureCommand,AddonProvider,2,https://gitlab.corp.clever-cloud.com/core-team/cc-api,src/main/java/com/clevercloud/ccapi/api/organisation/OrganisationAddonProviderAPI.java:126,https://gitlab.corp.clever-cloud.com/core-team/cc-api,"N/A (empty 200, no body)"
cc-api,DeleteAddonProviderPlanCommand,AddonProvider,2,https://gitlab.corp.clever-cloud.com/core-team/cc-api,src/main/java/com/clevercloud/ccapi/api/organisation/OrganisationAddonProviderAPI.java:187,https://gitlab.corp.clever-cloud.com/core-team/cc-api,"N/A (empty 200, no body)"
cc-api,GetAddonProviderCommand,AddonProvider,2,https://gitlab.corp.clever-cloud.com/core-team/cc-api,src/main/java/com/clevercloud/ccapi/api/organisation/OrganisationAddonProviderAPI.java:66,https://gitlab.corp.clever-cloud.com/clever-cloud/ccapidto,src/main/java/com/clevercloud/ccapi/output/addon/AddonProviderInfoView.java
cc-api,ListAddonProviderFeatureCommand,AddonProvider,2,https://gitlab.corp.clever-cloud.com/core-team/cc-api,src/main/java/com/clevercloud/ccapi/api/organisation/OrganisationAddonProviderAPI.java:116,https://gitlab.corp.clever-cloud.com/clever-cloud/ccapidto,src/main/java/com/clevercloud/ccapi/output/addon/AddonFeatureView.java
cc-api,ListAddonProviderPlanCommand,AddonProvider,2,https://gitlab.corp.clever-cloud.com/core-team/cc-api,src/main/java/com/clevercloud/ccapi/api/organisation/OrganisationAddonProviderAPI.java:155,https://gitlab.corp.clever-cloud.com/clever-cloud/ccapidto,src/main/java/com/clevercloud/ccapi/output/addon/AddonPlanView.java
cc-api,UpdateAddonProviderCommand,AddonProvider,2,https://gitlab.corp.clever-cloud.com/core-team/cc-api,src/main/java/com/clevercloud/ccapi/api/organisation/OrganisationAddonProviderAPI.java:76,https://gitlab.corp.clever-cloud.com/clever-cloud/ccapidto,src/main/java/com/clevercloud/ccapi/output/addon/AddonProviderInfoView.java
cc-api,UpdateAddonProviderPlanCommand,AddonProvider,2,https://gitlab.corp.clever-cloud.com/core-team/cc-api,src/main/java/com/clevercloud/ccapi/api/organisation/OrganisationAddonProviderAPI.java:165,https://gitlab.corp.clever-cloud.com/clever-cloud/ccapidto,src/main/java/com/clevercloud/ccapi/output/addon/AddonPlanView.java
cc-api,CreateApplicationCommand,Application,2,https://gitlab.corp.clever-cloud.com/core-team/cc-api,src/main/java/com/clevercloud/ccapi/api/organisation/OrganisationApplicationsAPI.java:486,https://gitlab.corp.clever-cloud.com/clever-cloud/ccapidto,src/main/java/com/clevercloud/ccapi/output/application/ApplicationView.java
cc-api,CreateApplicationInnerCommand,Application,2,https://gitlab.corp.clever-cloud.com/core-team/cc-api,src/main/java/com/clevercloud/ccapi/api/organisation/OrganisationApplicationsAPI.java:486,https://gitlab.corp.clever-cloud.com/clever-cloud/ccapidto,src/main/java/com/clevercloud/ccapi/output/application/ApplicationView.java
cc-api,DeleteApplicationCommand,Application,2,https://gitlab.corp.clever-cloud.com/core-team/cc-api,src/main/java/com/clevercloud/ccapi/api/organisation/OrganisationApplicationsAPI.java:198,https://gitlab.corp.clever-cloud.com/core-team/cc-api,src/main/java/com/clevercloud/ccapi/models/message/struct/Message.java
cc-api,DeployApplicationCommand,Application,2,https://gitlab.corp.clever-cloud.com/core-team/cc-api,src/main/java/com/clevercloud/ccapi/api/organisation/OrganisationApplicationsAPI.java:244 -> src/main/java/com/clevercloud/ccapi/helpers/infra/BdsHelper.java:303,https://gitlab.corp.clever-cloud.com/core-team/cc-api,src/main/java/com/clevercloud/ccapi/util/misc/DeploySuccessMessage.java:10
cc-api,GetApplicationBranchesCommand,Application,2,https://gitlab.corp.clever-cloud.com/core-team/cc-api,src/main/java/com/clevercloud/ccapi/api/organisation/OrganisationApplicationsAPI.java:110,https://gitlab.corp.clever-cloud.com/core-team/cc-api,N/A (primitive String array)
cc-api,GetApplicationCommand,Application,2,https://gitlab.corp.clever-cloud.com/core-team/cc-api,src/main/java/com/clevercloud/ccapi/api/organisation/OrganisationApplicationsAPI.java:86,https://gitlab.corp.clever-cloud.com/clever-cloud/ccapidto,src/main/java/com/clevercloud/ccapi/output/application/ApplicationView.java
cc-api,GetApplicationInnerCommand,Application,2,https://gitlab.corp.clever-cloud.com/core-team/cc-api,src/main/java/com/clevercloud/ccapi/api/organisation/OrganisationApplicationsAPI.java:86,https://gitlab.corp.clever-cloud.com/clever-cloud/ccapidto,src/main/java/com/clevercloud/ccapi/output/application/ApplicationView.java
cc-api,ListApplicationCommand,Application,2,https://gitlab.corp.clever-cloud.com/core-team/cc-api,src/main/java/com/clevercloud/ccapi/api/organisation/OrganisationApplicationsAPI.java:59,https://gitlab.corp.clever-cloud.com/clever-cloud/ccapidto,src/main/java/com/clevercloud/ccapi/output/application/ApplicationView.java
cc-api,ListApplicationInnerCommand,Application,2,https://gitlab.corp.clever-cloud.com/core-team/cc-api,src/main/java/com/clevercloud/ccapi/api/organisation/OrganisationApplicationsAPI.java:59,https://gitlab.corp.clever-cloud.com/clever-cloud/ccapidto,src/main/java/com/clevercloud/ccapi/output/application/ApplicationView.java
cc-api,UndeployApplicationCommand,Application,2,https://gitlab.corp.clever-cloud.com/core-team/cc-api,src/main/java/com/clevercloud/ccapi/api/organisation/OrganisationApplicationsAPI.java:221,https://gitlab.corp.clever-cloud.com/core-team/cc-api,src/main/java/com/clevercloud/ccapi/models/message/struct/Message.java
cc-api,UpdateApplicationBranchCommand,Application,2,https://gitlab.corp.clever-cloud.com/core-team/cc-api,src/main/java/com/clevercloud/ccapi/api/organisation/OrganisationApplicationsAPI.java:133 (no @ApiResponse; empty 200 from ApplicationHelper.setBranch),https://gitlab.corp.clever-cloud.com/core-team/cc-api,"N/A (empty 200, no body)"
cc-api,UpdateApplicationCommand,Application,2,https://gitlab.corp.clever-cloud.com/core-team/cc-api,src/main/java/com/clevercloud/ccapi/api/organisation/OrganisationApplicationsAPI.java:509,https://gitlab.corp.clever-cloud.com/clever-cloud/ccapidto,src/main/java/com/clevercloud/ccapi/output/application/ApplicationView.java
cc-api,UpdateApplicationInnerCommand,Application,2,https://gitlab.corp.clever-cloud.com/core-team/cc-api,src/main/java/com/clevercloud/ccapi/api/organisation/OrganisationApplicationsAPI.java:509,https://gitlab.corp.clever-cloud.com/clever-cloud/ccapidto,src/main/java/com/clevercloud/ccapi/output/application/ApplicationView.java
cc-api,ListArticleCommand,Article,,,EXTERNAL (clever.cloud RSS feed),,"N/A (public WordPress RSS feed, parsed client side)"
cc-api,ListArticlePageCommand,Article,,,EXTERNAL (clever.cloud RSS feed),,"N/A (public WordPress RSS feed, parsed client side)"
cc-api,ConfirmAuthMfaCommand,Auth,2,https://gitlab.corp.clever-cloud.com/core-team/cc-api,src/main/java/com/clevercloud/ccapi/api/user/self/SelfMFAAPI.java:132,https://gitlab.corp.clever-cloud.com/core-team/cc-api,"N/A (empty 200, no body)"
cc-api,CreateAuthMfaCommand,Auth,2,https://gitlab.corp.clever-cloud.com/core-team/cc-api,src/main/java/com/clevercloud/ccapi/api/user/self/SelfMFAAPI.java:107 -> src/main/java/com/clevercloud/ccapi/helpers/auth/MFAHelper.java:156,https://gitlab.corp.clever-cloud.com/clever-cloud/ccapidto,src/main/java/com/clevercloud/ccapi/output/misc/UrlView.java:9
cc-api,DeleteAuthMfaCommand,Auth,2,https://gitlab.corp.clever-cloud.com/core-team/cc-api,src/main/java/com/clevercloud/ccapi/api/user/self/SelfMFAAPI.java:82,https://gitlab.corp.clever-cloud.com/core-team/cc-api,"N/A (empty 200, no body)"
cc-api,GetAuthMfaBackupCodesCommand,Auth,2,https://gitlab.corp.clever-cloud.com/core-team/cc-api,src/main/java/com/clevercloud/ccapi/api/user/self/SelfMFAAPI.java:43,https://gitlab.corp.clever-cloud.com/core-team/cc-api,src/main/java/com/clevercloud/ccapi/models/entities/user/MFARecoveryCode.java
cc-api,RequestAuthPasswordResetCommand,Auth,2,https://gitlab.corp.clever-cloud.com/core-team/cc-api,src/main/java/com/clevercloud/ccapi/api/pub/PasswordForgottenAPI.java:78,https://gitlab.corp.clever-cloud.com/core-team/cc-api,"N/A (empty 200, no body)"
cc-api,UpdateAuthPasswordCommand,Auth,2,https://gitlab.corp.clever-cloud.com/core-team/cc-api,src/main/java/com/clevercloud/ccapi/api/user/self/SelfAPI.java:115,https://gitlab.corp.clever-cloud.com/core-team/cc-api,src/main/java/com/clevercloud/ccapi/models/message/struct/Message.java
cc-api,ListBackupCommand,Backup,2,https://gitlab.corp.clever-cloud.com/clever-cloud/dbaas/backup-manager,conf/routes:26 (controllers.UserActions.listBackups),https://gitlab.corp.clever-cloud.com/clever-cloud/dbaas/backup-manager,app/controllers/UserActions.scala
cc-api,ListBackupInnerCommand,Backup,2,https://gitlab.corp.clever-cloud.com/clever-cloud/dbaas/backup-manager,conf/routes:26 -> app/controllers/UserActions.scala:30,https://gitlab.corp.clever-cloud.com/clever-cloud/dbaas/backup-manager,"app/models/entities/BackupWithUrl.scala:13 (Elasticsearch answers FakeBackupWithUrl instead, app/models/entities/ElasticAddonSnapshotData.scala:12)"
cc-api,CreateCellarBucketCommand,Cellar,4,https://gitlab.corp.clever-cloud.com/clever-cloud/ovd,modules/cellar/src/main/scala/com/clevercloud/cellar/routes/CellarRoutes.scala:178,https://gitlab.corp.clever-cloud.com/clever-cloud/ovd,modules/cellar/src/main/scala/com/clevercloud/cellar/models/package.scala (BucketView)
cc-api,DeleteCellarBucketCommand,Cellar,4,https://gitlab.corp.clever-cloud.com/clever-cloud/ovd,modules/cellar/src/main/scala/com/clevercloud/cellar/routes/CellarRoutes.scala:194,https://gitlab.corp.clever-cloud.com/clever-cloud/ovd,Unit (no response body)
cc-api,DeleteCellarObjectCommand,Cellar,4,https://gitlab.corp.clever-cloud.com/clever-cloud/ovd,modules/cellar/src/main/scala/com/clevercloud/cellar/routes/CellarRoutes.scala:224,https://gitlab.corp.clever-cloud.com/clever-cloud/ovd,"N/A (empty 200, no body)"
cc-api,GetCellarBucketCommand,Cellar,4,https://gitlab.corp.clever-cloud.com/clever-cloud/ovd,modules/cellar/src/main/scala/com/clevercloud/cellar/routes/CellarRoutes.scala:189,https://gitlab.corp.clever-cloud.com/clever-cloud/ovd,modules/cellar/src/main/scala/com/clevercloud/cellar/models/package.scala (BucketView)
cc-api,GetCellarCredentialsCommand,Cellar,4,https://gitlab.corp.clever-cloud.com/clever-cloud/ovd,modules/cellar/src/main/scala/com/clevercloud/cellar/routes/CellarRoutes.scala:150,https://gitlab.corp.clever-cloud.com/clever-cloud/ovd,modules/cellar/src/main/scala/com/clevercloud/cellar/models/package.scala (CellarCredentials)
cc-api,GetCellarCredentialsPresignedUrlCommand,Cellar,4,https://gitlab.corp.clever-cloud.com/clever-cloud/ovd,modules/cellar/src/main/scala/com/clevercloud/cellar/routes/CellarRoutes.scala:155,https://gitlab.corp.clever-cloud.com/clever-cloud/ovd,core/src/main/scala/com/clevercloud/core/models/PresignedURL.scala
cc-api,GetCellarInfoCommand,Cellar,4,https://gitlab.corp.clever-cloud.com/clever-cloud/ovd,modules/cellar/src/main/scala/com/clevercloud/cellar/routes/CellarRoutes.scala:144,https://gitlab.corp.clever-cloud.com/clever-cloud/ovd,modules/cellar/src/main/scala/com/clevercloud/cellar/models/package.scala (CellarView)
cc-api,GetCellarObjectCommand,Cellar,4,https://gitlab.corp.clever-cloud.com/clever-cloud/ovd,modules/cellar/src/main/scala/com/clevercloud/cellar/routes/CellarRoutes.scala:230,https://gitlab.corp.clever-cloud.com/clever-cloud/ovd,modules/cellar/src/main/scala/com/clevercloud/cellar/models/package.scala (CellarObjectDetails)
cc-api,GetCellarObjectDownloadUrlCommand,Cellar,4,https://gitlab.corp.clever-cloud.com/clever-cloud/ovd,modules/cellar/src/main/scala/com/clevercloud/cellar/routes/CellarRoutes.scala:212,https://gitlab.corp.clever-cloud.com/clever-cloud/ovd,modules/cellar/src/main/scala/com/clevercloud/cellar/models/package.scala (SignedUrlResponse)
cc-api,GetCellarObjectUploadUrlCommand,Cellar,4,https://gitlab.corp.clever-cloud.com/clever-cloud/ovd,modules/cellar/src/main/scala/com/clevercloud/cellar/routes/CellarRoutes.scala:218,https://gitlab.corp.clever-cloud.com/clever-cloud/ovd,core/src/main/scala/com/clevercloud/core/models/PresignedURL.scala
cc-api,ListCellarBucketCommand,Cellar,4,https://gitlab.corp.clever-cloud.com/clever-cloud/ovd,modules/cellar/src/main/scala/com/clevercloud/cellar/routes/CellarRoutes.scala:173,https://gitlab.corp.clever-cloud.com/clever-cloud/ovd,modules/cellar/src/main/scala/com/clevercloud/cellar/models/package.scala (BucketsListResponse)
cc-api,ListCellarObjectCommand,Cellar,4,https://gitlab.corp.clever-cloud.com/clever-cloud/ovd,modules/cellar/src/main/scala/com/clevercloud/cellar/routes/CellarRoutes.scala:200,https://gitlab.corp.clever-cloud.com/clever-cloud/ovd,modules/cellar/src/main/scala/com/clevercloud/cellar/models/package.scala (ListObjectsResponse)
cc-api,RenewCellarCredentialsCommand,Cellar,4,https://gitlab.corp.clever-cloud.com/clever-cloud/ovd,modules/cellar/src/main/scala/com/clevercloud/cellar/routes/CellarRoutes.scala:168,https://gitlab.corp.clever-cloud.com/clever-cloud/ovd,modules/cellar/src/main/scala/com/clevercloud/cellar/models/package.scala (CellarCredentials)
cc-api,UploadCellarObjectCommand,Cellar,4,https://gitlab.corp.clever-cloud.com/clever-cloud/ovd,modules/cellar/src/main/scala/com/clevercloud/cellar/routes/CellarRoutes.scala:236 -> modules/cellar/src/main/scala/com/clevercloud/cellar/api/routes.scala:344,https://gitlab.corp.clever-cloud.com/clever-cloud/ovd,core/src/main/scala/com/clevercloud/core/models/PresignedURL.scala
cc-api,UploadCellarObjectInnerCommand,Cellar,4,https://gitlab.corp.clever-cloud.com/clever-cloud/ovd,modules/cellar/src/main/scala/com/clevercloud/cellar/routes/CellarRoutes.scala:236 -> modules/cellar/src/main/scala/com/clevercloud/cellar/api/routes.scala:344,https://gitlab.corp.clever-cloud.com/clever-cloud/ovd,modules/cellar/src/main/scala/com/clevercloud/cellar/models/package.scala (UploadObjectResponse)
cc-api,GetConfigProviderCommand,ConfigProvider,4,https://gitlab.corp.clever-cloud.com/clever-cloud/ovd,modules/configprovider/src/main/scala/com/clevercloud/configprovider/routes/AddonConfigProviderRoutes.scala:94,https://gitlab.corp.clever-cloud.com/clever-cloud/ovd,core/src/main/scala/com/clevercloud/core/models/EnvVar.scala
cc-api,UpdateConfigProviderCommand,ConfigProvider,4,https://gitlab.corp.clever-cloud.com/clever-cloud/ovd,modules/configprovider/src/main/scala/com/clevercloud/configprovider/routes/AddonConfigProviderRoutes.scala:93,https://gitlab.corp.clever-cloud.com/clever-cloud/ovd,core/src/main/scala/com/clevercloud/core/models/EnvVar.scala
cc-api,ActivateCouponCommand,Credits,4,https://gitlab.corp.clever-cloud.com/clever-cloud/billing-api,src/main/scala/com/clevercloud/billingapi/controllers/OrganisationCouponsRoutes.scala:65,https://gitlab.corp.clever-cloud.com/clever-cloud/billing-api,src/main/scala/com/clevercloud/billingapi/models/coupons.scala:395
cc-api,GetCreditsSummaryCommand,Credits,4,https://gitlab.corp.clever-cloud.com/clever-cloud/billing-api,src/main/scala/com/clevercloud/billingapi/controllers/OrganisationCreditsRoutes.scala:79,https://gitlab.corp.clever-cloud.com/clever-cloud/billing-api,src/main/scala/com/clevercloud/billingapi/services/CreditsBalance.scala:24
cc-api,CancelDeploymentCommand,Deployment,2,https://gitlab.corp.clever-cloud.com/core-team/cc-api,src/main/java/com/clevercloud/ccapi/api/organisation/OrganisationApplicationDeploymentsAPI.java:55,https://gitlab.corp.clever-cloud.com/core-team/cc-api,src/main/java/com/clevercloud/ccapi/models/message/struct/Message.java
cc-api,GetDeploymentCommand,Deployment,4,https://gitlab.corp.clever-cloud.com/clever-cloud/ovd,core/src/main/scala/com/clevercloud/orchestration/routes/OrchestrationRoutes.scala:140,https://gitlab.corp.clever-cloud.com/clever-cloud/ovd,core/src/main/scala/com/clevercloud/orchestration/models/Deployment.scala (DeploymentView)
cc-api,GetDeploymentCommandLegacy,Deployment,2,https://gitlab.corp.clever-cloud.com/core-team/cc-api,src/main/java/com/clevercloud/ccapi/api/organisation/OrganisationApplicationDeploymentsAPI.java:48,https://gitlab.corp.clever-cloud.com/clever-cloud/ccapidto,src/main/java/com/clevercloud/ccapi/output/application/DeploymentView.java
cc-api,ListApplicationDeploymentCommand,Deployment,2,https://gitlab.corp.clever-cloud.com/core-team/cc-api,src/main/java/com/clevercloud/ccapi/api/organisation/OrganisationApplicationDeploymentsAPI.java:39,https://gitlab.corp.clever-cloud.com/clever-cloud/ccapidto,src/main/java/com/clevercloud/ccapi/output/application/DeploymentView.java
cc-api,ListDeploymentCommand,Deployment,2,https://gitlab.corp.clever-cloud.com/core-team/cc-api,src/main/java/com/clevercloud/ccapi/api/organisation/OrganisationAPI.java:124,https://gitlab.corp.clever-cloud.com/clever-cloud/ccapidto,src/main/java/com/clevercloud/ccapi/output/application/DeploymentView.java:11
cc-api,ListOrganisationDeploymentCommand,Deployment,2,https://gitlab.corp.clever-cloud.com/core-team/cc-api,src/main/java/com/clevercloud/ccapi/api/organisation/OrganisationAPI.java:124,https://gitlab.corp.clever-cloud.com/clever-cloud/ccapidto,src/main/java/com/clevercloud/ccapi/output/application/DeploymentView.java (in a MultivaluedMap keyed by application id)
cc-api,CreateDomainCommand,Domain,2,https://gitlab.corp.clever-cloud.com/core-team/cc-api,src/main/java/com/clevercloud/ccapi/api/organisation/OrganisationApplicationVhostsAPI.java:62,https://gitlab.corp.clever-cloud.com/core-team/cc-api,src/main/java/com/clevercloud/ccapi/models/message/struct/Message.java
cc-api,DeleteDomainCommand,Domain,2,https://gitlab.corp.clever-cloud.com/core-team/cc-api,src/main/java/com/clevercloud/ccapi/api/organisation/OrganisationApplicationVhostsAPI.java:85,https://gitlab.corp.clever-cloud.com/core-team/cc-api,src/main/java/com/clevercloud/ccapi/models/message/struct/Message.java
cc-api,GetPrimaryDomainCommand,Domain,2,https://gitlab.corp.clever-cloud.com/core-team/cc-api,src/main/java/com/clevercloud/ccapi/api/organisation/OrganisationApplicationVhostsAPI.java:42,https://gitlab.corp.clever-cloud.com/clever-cloud/ccapidto,src/main/java/com/clevercloud/ccapi/output/application/VhostView.java
cc-api,GetPrimaryDomainInnerCommand,Domain,2,https://gitlab.corp.clever-cloud.com/core-team/cc-api,src/main/java/com/clevercloud/ccapi/api/organisation/OrganisationApplicationVhostsAPI.java:107,https://gitlab.corp.clever-cloud.com/clever-cloud/ccapidto,src/main/java/com/clevercloud/ccapi/output/application/VhostView.java
cc-api,ListDomainCommand,Domain,2,https://gitlab.corp.clever-cloud.com/core-team/cc-api,src/main/java/com/clevercloud/ccapi/api/organisation/OrganisationApplicationVhostsAPI.java:42,https://gitlab.corp.clever-cloud.com/clever-cloud/ccapidto,src/main/java/com/clevercloud/ccapi/output/application/VhostView.java
cc-api,ListDomainInnerCommand,Domain,2,https://gitlab.corp.clever-cloud.com/core-team/cc-api,src/main/java/com/clevercloud/ccapi/api/organisation/OrganisationApplicationVhostsAPI.java:42,https://gitlab.corp.clever-cloud.com/clever-cloud/ccapidto,src/main/java/com/clevercloud/ccapi/output/application/VhostView.java
cc-api,SetPrimaryDomainCommand,Domain,2,https://gitlab.corp.clever-cloud.com/core-team/cc-api,src/main/java/com/clevercloud/ccapi/api/organisation/OrganisationApplicationVhostsAPI.java:128,https://gitlab.corp.clever-cloud.com/clever-cloud/ccapidto,src/main/java/com/clevercloud/ccapi/output/application/VhostView.java
cc-api,UnsetPrimaryDomainCommand,Domain,2,https://gitlab.corp.clever-cloud.com/core-team/cc-api,src/main/java/com/clevercloud/ccapi/api/organisation/OrganisationApplicationVhostsAPI.java:152,https://gitlab.corp.clever-cloud.com/core-team/cc-api,"N/A (empty 200, no body)"
cc-api,GetElasticsearchInfoCommand,Elasticsearch,2,https://gitlab.corp.clever-cloud.com/clever-cloud/dbaas/addon-api-elasticsearch,conf/routes (controllers.Application),https://gitlab.corp.clever-cloud.com/clever-cloud/dbaas/addon-api-elasticsearch,app/models/dto.scala
cc-api,CreateOrUpdateEnvironmentVariableCommand,Environment,2,https://gitlab.corp.clever-cloud.com/core-team/cc-api,src/main/java/com/clevercloud/ccapi/api/organisation/OrganisationApplicationsAPI.java:388,https://gitlab.corp.clever-cloud.com/clever-cloud/ccapidto,src/main/java/com/clevercloud/ccapi/output/application/ApplicationView.java
cc-api,DeleteEnvironmentVariableCommand,Environment,2,https://gitlab.corp.clever-cloud.com/core-team/cc-api,src/main/java/com/clevercloud/ccapi/api/organisation/OrganisationApplicationsAPI.java:463,https://gitlab.corp.clever-cloud.com/clever-cloud/ccapidto,src/main/java/com/clevercloud/ccapi/output/application/ApplicationView.java
cc-api,GetAddonEnvironmentCommand,Environment,2,https://gitlab.corp.clever-cloud.com/core-team/cc-api,src/main/java/com/clevercloud/ccapi/api/organisation/OrganisationAddonsAPI.java:127,https://gitlab.corp.clever-cloud.com/clever-cloud/ccapidto,src/main/java/com/clevercloud/ccapi/output/application/AddonEnvironmentView.java
cc-api,GetApplicationEnvironmentCommand,Environment,2,https://gitlab.corp.clever-cloud.com/core-team/cc-api,src/main/java/com/clevercloud/ccapi/api/organisation/OrganisationApplicationsAPI.java:440,https://gitlab.corp.clever-cloud.com/clever-cloud/ccapidto,src/main/java/com/clevercloud/ccapi/output/application/AddonEnvironmentView.java
cc-api,GetEnvironmentCommand,Environment,2,https://gitlab.corp.clever-cloud.com/core-team/cc-api,src/main/java/com/clevercloud/ccapi/api/organisation/OrganisationApplicationsAPI.java:440,https://gitlab.corp.clever-cloud.com/clever-cloud/ccapidto,src/main/java/com/clevercloud/ccapi/output/application/AddonEnvironmentView.java
cc-api,GetExposedEnvironmentCommand,Environment,2,https://gitlab.corp.clever-cloud.com/core-team/cc-api,src/main/java/com/clevercloud/ccapi/api/organisation/OrganisationApplicationsAPI.java:618 -> src/main/java/com/clevercloud/ccapi/helpers/application/ApplicationEnvironmentHelper.java:70,https://gitlab.corp.clever-cloud.com/core-team/cc-api,"N/A (Map<String, String> serialized as a JSON object)"
cc-api,GetLinkedAddonEnvironmentCommand,Environment,2,https://gitlab.corp.clever-cloud.com/core-team/cc-api,src/main/java/com/clevercloud/ccapi/api/organisation/OrganisationApplicationsAPI.java:558,https://gitlab.corp.clever-cloud.com/clever-cloud/ccapidto,src/main/java/com/clevercloud/ccapi/output/application/LinkedAddonEnvironmentView.java
